"","station","depth","date","arrival.time.local","latitude.degrees","latitude.min.sec","longitude.degrees","longitude.min.sec","weather","secchi.depth.meters","secchi.on.bottom","station.depth.meters","sample.depth.meters","temperature.celcius","do.mgl","do.percent.saturation","salinity.ppt","pH.nbs","ph.mv","nitrate.plus.nitrite.uml","nitrite.uml","orthophosphate.uml","ammonia.uml","final.chlorophyll.concentration.ugl","doc.mgl","delta.13c","delta.15n","tss.mgl","percent.organic","comments.field","comments.nutrients","comments.chlorophyll","comments.doc","comments.isotopes"
"78",2,"bottom",20140618,923,41,41.947,71,19.553,"wind: NW 15 knots, air temp: NA, sea state: NA, miscellaneous: mostly sunny",2.6,"n",8.4,7.5,17.45,6.13,76.6,30.93,7.77,-53.2,1.03,0.06,1.55,3.21,5.82,2.1,-23.54,9.35,9.06,28.67,NA,NA,NA,NA,NA
"79",3,"surface",20140618,756,41,39.504,71,23.192,"wind: SW 10 knots, air temp: , sea state: , miscellaneous: mostly sunny",1.8,"n",4.9,1,19.09,7.33,94.9,30.58,7.86,-59,0.65,0.01,1.49,2.51,5.05,2.37,-23.63,8.8,3.75,48.67,NA,NA,NA,NA,NA
"80",3,"mid",20140618,756,41,39.504,71,23.192,"wind: SW 10 knots, air temp: , sea state: , miscellaneous: mostly sunny",1.8,"n",4.9,2.5,18.72,7.11,91.4,30.75,7.84,-57.3,0.77,0.01,1.49,2.01,6.61,2.13,-23.38,10.64,6.3,47.31,NA,NA,NA,NA,NA
"81",3,"bottom",20140618,756,41,39.504,71,23.192,"wind: SW 10 knots, air temp: , sea state: , miscellaneous: mostly sunny",1.8,"n",4.9,4,18.68,6.98,89.8,30.81,7.83,-56.9,0.74,0,1.33,1.55,6.2,2.8,-23.76,9.27,5.74,44.43,NA,NA,NA,NA,NA
"82",4,"surface",20140619,1008,41,35.886,71,22.93,"wind: W 10 knots, air temp: , sea state: , miscellaneous: rain ",2.5,"n",10.6,1,19.2,7.93,103.05,31.53,7.92,-60.8,0.79,0,1.27,1.81,10.07,2.18,-23.64,10,2.2,77.84,NA,NA,NA,NA,NA
"83",4,"mid",20140619,1008,41,35.886,71,22.93,"wind: W 10 knots, air temp: , sea state: , miscellaneous: rain ",2.5,"n",10.6,5,18.93,7.27,95.4,31.88,7.91,-61,0.8,0,1.31,1.56,6.61,2.37,-23.72,11.49,2.46,69.09,NA,NA,NA,NA,NA
"84",4,"bottom",20140619,1008,41,35.886,71,22.93,"wind: W 10 knots, air temp: , sea state: , miscellaneous: rain ",2.5,"n",10.6,9.6,17.82,6.52,83.3,32.3,7.82,-56.6,0.86,0.02,1.56,2.78,3,2.03,-23.98,8.24,3.8,40.83,NA,NA,NA,NA,NA
"85",5,"surface",20140619,812,41,29.551,71,24.685,"wind: W 10 knots, air temp: , sea state: , miscellaneous: rain ",2.5,"n",14.1,1,17.96,7.57,97.1,32.42,7.88,-59.7,0.85,0.02,1.36,1.82,4.34,1.97,-24.46,8.86,4.5,54.54,NA,NA,NA,NA,NA
"86",5,"mid",20140619,812,41,29.551,71,24.685,"wind: W 10 knots, air temp: , sea state: , miscellaneous: rain ",2.5,"n",14.1,7,17.57,7.48,95.6,32.63,7.88,-59.6,0.92,0.03,1.53,2.82,3.1,1.94,-24.64,7.85,4.64,49.41,NA,NA,NA,NA,NA
"87",5,"bottom",20140619,812,41,29.551,71,24.685,"wind: W 10 knots, air temp: , sea state: , miscellaneous: rain ",2.5,"n",14.1,13,16.47,7.52,93.9,33,7.89,-59.7,0.93,0.03,1.44,3.49,2.37,2.25,-23.71,12.97,3.29,NA,NA,NA,NA,NA,NA
"88",6,"surface",20140618,840,41,38.498,71,18.619,"wind: SW 10 knots, air temp: , sea state: , miscellaneous: mostly sunny",2.7,"n",10,1,18.58,7.94,102.2,30.73,7.92,-63,0.86,0,1.41,2.6,3.6,3.62,-24.55,9.31,3.05,75.74,NA,NA,NA,NA,NA
"89",6,"mid",20140618,840,41,38.498,71,18.619,"wind: SW 10 knots, air temp: , sea state: , miscellaneous: mostly sunny",2.7,"n",10,5,17.39,7.46,93,31.59,7.87,-59.1,0.77,0.01,1.12,1.5,5.67,1.89,-23.8,8.48,3.88,60.28,NA,NA,NA,NA,NA
"90",6,"bottom",20140618,840,41,38.498,71,18.619,"wind: SW 10 knots, air temp: , sea state: , miscellaneous: mostly sunny",2.7,"n",10,9,16.87,6.23,77,31.74,7.8,-52.4,0.99,0.05,1.34,2.78,2.97,2.16,-23.2,7.72,19.15,18.59,NA,NA,NA,NA,NA
"91",7,"surface",20140619,938,41,33.99,71,18.666,"wind: W 10 knots, air temp: , sea state: , miscellaneous: rain ",3.5,"n",17.7,1,18.26,7.69,98.9,31.82,7.92,-62.1,0.94,0.02,1.13,2.14,4.36,2.18,-23.58,10.28,1.79,NA,NA,NA,NA,NA,NA
"92",7,"mid",20140619,938,41,33.99,71,18.666,"wind: W 10 knots, air temp: , sea state: , miscellaneous: rain ",3.5,"n",17.7,9,16.17,7.43,92.3,32.92,7.9,-60.4,0.94,0.07,1.18,2.6,1.68,1.91,-22.68,12.09,1.82,45.14,NA,NA,NA,NA,NA
"93",7,"bottom",20140619,938,41,33.99,71,18.666,"wind: W 10 knots, air temp: , sea state: , miscellaneous: rain ",3.5,"n",17.7,17,15.34,7.63,93.4,33.25,7.92,-61.3,0.94,0.09,1.12,2.42,1.29,1.64,-23.62,6.92,6.58,24.37,NA,NA,NA,NA,NA
"94",8,"surface",20140619,900,41,29.696,71,21.224,"wind: W 10 knots, air temp: , sea state: , miscellaneous: rain ",3.5,"n",32.3,1,17.73,7.98,101.05,32.35,7.94,-63,0.73,0,1.19,2.23,3,2.05,-24.33,9.23,2.39,31.89,NA,NA,NA,NA,NA
"95",8,"mid",20140619,900,41,29.696,71,21.224,"wind: W 10 knots, air temp: , sea state: , miscellaneous: rain ",3.5,"n",32.3,16,16.07,8.03,99.6,33.01,7.93,-62.5,0.88,0.35,1.27,2.49,1.42,1.66,-24.45,6.72,2.55,34.51,NA,NA,NA,NA,NA
"96",8,"bottom",20140619,900,41,29.696,71,21.224,"wind: W 10 knots, air temp: , sea state: , miscellaneous: rain ",3.5,"n",32.3,27.5,14.88,8.2,99.6,33.36,7.94,-62.1,1,0,1.41,3.49,0.97,1.52,-24.03,6.77,3.96,26.25,"sonde cable insufficient to reach bottom",NA,NA,NA,NA
"97",1,"surface",20140718,1150,41,45.587,71,22.696,"wind: light wind, air temp: NA, sea state: NA, miscellaneous:  partly cloudy",2.1,"n",5.9,1,24.04,5.32,73,25.12,7.67,-48.2,12.68,0.96,4.34,11.17,13.93,3.31,-25.07,13.06,2.1,100,NA,NA,NA,NA,NA
"98",1,"mid",20140718,1150,41,45.587,71,22.696,"wind: light wind, air temp: NA, sea state: NA, miscellaneous:  partly cloudy",2.1,"n",5.9,3,23.16,4.12,56.3,29.07,7.57,-42.7,4.48,0.33,4.22,11.18,16.93,2.4,-24.56,13.18,2.92,97.15,NA,NA,NA,NA,NA
"99",1,"bottom",20140718,1150,41,45.587,71,22.696,"wind: light wind, air temp: NA, sea state: NA, miscellaneous:  partly cloudy",2.1,"n",5.9,5,21.85,3.7,50.5,31.11,7.61,-44.3,1.44,0.4,1.15,7.34,3.8,1.86,-22.4,17.8,11.01,30.44,NA,NA,NA,NA,NA
"100",2,"surface",20140718,1230,41,41.965,71,19.581,"wind: light wind, air temp: NA, sea state: NA, miscellaneous:  partly cloudy",2.1,"n",8.6,1,23.61,7.56,104.3,28.72,7.86,-59.7,1.53,0.18,1.15,1.57,17.77,2.62,-25.28,16.67,2.7,100,NA,NA,NA,NA,NA
"101",2,"mid",20140718,1230,41,41.965,71,19.581,"wind: light wind, air temp: NA, sea state: NA, miscellaneous:  partly cloudy",2.1,"n",8.6,4.5,23.03,5.58,77.7,30.79,7.73,-51.6,1.7,0.38,1.17,3.47,17.26,2.19,-23.67,13.52,2.79,88.9,NA,NA,NA,NA,NA
"102",2,"bottom",20140718,1230,41,41.965,71,19.581,"wind: light wind, air temp: NA, sea state: NA, miscellaneous:  partly cloudy",2.1,"n",8.6,8,20.17,5.35,72,32.34,7.8,-55.2,0.79,0.14,0.89,4.56,2.14,1.5,-22.65,14.97,6.86,41.03,NA,NA,NA,NA,NA
"103",3,"surface",20140718,1340,41,39.501,71,23.206,"wind: light wind, air temp: NA, sea state: NA, miscellaneous:  partly cloudy",1.7,"n",5.8,1,23.55,7.23,101.8,31.13,7.84,-58,0.57,0.08,0.9,1.71,19.43,2.14,-25.13,14.02,2.94,93.98,NA,NA,NA,NA,NA
"104",3,"mid",20140718,1340,41,39.501,71,23.206,"wind: light wind, air temp: NA, sea state: NA, miscellaneous:  partly cloudy",1.7,"n",5.8,3,22.78,6.18,85.9,31.5,7.75,-52.9,1.44,0.4,1.07,2.8,17.33,2.07,-24.43,12.91,3.44,74.01,NA,NA,NA,NA,NA
"105",3,"bottom",20140718,1340,41,39.501,71,23.206,"wind: light wind, air temp: NA, sea state: NA, miscellaneous:  partly cloudy",1.7,"n",5.8,5,22.72,5.87,81.3,31.57,7.73,-51.9,0.69,0.02,0.78,3.32,13.79,2.19,-24.15,14.12,3.35,63,NA,NA,NA,NA,NA
"106",4,"surface",20140718,1040,41,35.897,71,22.895,"wind: NA, air temp: NA, sea state: NA, miscellaneous: clear",1.8,"n",10,1,22.6,7.4,103.6,31.8,7.95,-64.2,0.92,0.64,0.75,1.23,13.63,1.82,-23.68,16.91,2.92,88.55,NA,NA,NA,NA,NA
"107",4,"mid",20140718,1040,41,35.897,71,22.895,"wind: NA, air temp: NA, sea state: NA, miscellaneous: clear",1.8,"n",10,5,22.1,7.3,101.4,32.1,7.96,-65.2,0.52,1.4,0.82,1.24,15.02,2.03,-23.35,15.46,2.81,85.01,NA,NA,NA,NA,NA
"108",4,"bottom",20140718,1040,41,35.897,71,22.895,"wind: NA, air temp: NA, sea state: NA, miscellaneous: clear",1.8,"n",10,10,20.7,5.3,71.2,32.6,7.79,-54.6,1.48,0.27,0.81,2.8,3.08,1.55,-22.66,19.63,19.7,29.91,NA,NA,NA,NA,NA
"109",5,"surface",20140718,820,41,29.55,71,24.86,"wind: NA, air temp: NA, sea state: NA, miscellaneous: clear",1.9,"n",10.7,1.1,20.14,6.26,84,32.6,7.85,-58.5,1.08,0.12,0.77,2.77,5.26,1.65,-23.14,15.21,4.08,45.97,NA,NA,NA,NA,NA
"110",5,"mid",20140718,820,41,29.55,71,24.86,"wind: NA, air temp: NA, sea state: NA, miscellaneous: clear",1.9,"n",10.7,5,20.1,6.31,84,32.7,7.85,-58.4,0.96,0.06,0.79,2.9,5.22,1.29,-22.64,10.44,4.6,48.76,NA,NA,NA,NA,NA
"111",5,"bottom",20140718,820,41,29.55,71,24.86,"wind: NA, air temp: NA, sea state: NA, miscellaneous: clear",1.9,"n",10.7,10,19.9,6.24,83.2,32.8,7.84,-57.4,0.76,0.06,0.74,3.44,3.34,1.28,-22.68,19.6,4.5,38.9,NA,NA,NA,NA,NA
"112",6,"surface",20140718,1305,41,38.491,71,18.601,"wind: light wind, air temp: NA, sea state: NA, miscellaneous:  partly cloudy",1.7,"n",10,1,23.66,8.98,125.2,30.68,8.02,-68.7,0.59,0.12,0.9,1.28,30.1,2.53,-24.34,12.88,11.22,69.74,NA,NA,NA,NA,NA
"113",6,"mid",20140718,1305,41,38.491,71,18.601,"wind: light wind, air temp: NA, sea state: NA, miscellaneous:  partly cloudy",1.7,"n",10,5,21.47,7.78,105.1,31.59,7.93,-62.9,0.96,0.33,0.84,1.26,22.24,2.74,-23.94,15.56,2.89,75.94,NA,NA,NA,NA,NA
"114",6,"bottom",20140718,1305,41,38.491,71,18.601,"wind: light wind, air temp: NA, sea state: NA, miscellaneous:  partly cloudy",1.7,"n",10,9,19.56,6.2,82,32.62,7.88,-59.4,1.24,0.4,0.86,2.68,4.37,1.77,-21.85,15.64,7.36,24.53,NA,NA,NA,NA,NA
"115",7,"surface",20140718,1000,41,33.997,71,18.983,"wind: NA, air temp: NA, sea state: NA, miscellaneous: clear",2.1,"n",30.3,1,21.6,7.65,104,31.5,7.96,-64.9,0.3,0.04,0.71,1.14,11.87,2.22,-22.83,15.85,4.72,64.44,NA,NA,NA,NA,NA
"116",7,"mid",20140718,1000,41,33.997,71,18.983,"wind: NA, air temp: NA, sea state: NA, miscellaneous: clear",2.1,"n",30.3,15,19,6.78,89,32.9,7.92,-62.4,0.54,0.28,0.8,2.53,1.63,1.19,-21.95,20.61,10.93,41.67,NA,NA,NA,NA,NA
"117",7,"bottom",20140718,1000,41,33.997,71,18.983,"wind: NA, air temp: NA, sea state: NA, miscellaneous: clear",2.1,"n",30.3,23.5,18.7,6.92,90.3,33.1,7.94,-63.3,0.37,0.25,0.75,2.31,2.21,1.13,-22.82,23.75,3.2,56.4,"niskin bottle cable insufficient to reach bottom",NA,NA,NA,NA
"118",8,"surface",20140718,925,41,29.73,71,21.352,"wind: NA, air temp: NA, sea state: NA, miscellaneous: clear",2.3,"n",34.6,1.2,20.2,7.63,101.6,32.38,7.97,-64,0.4,0.17,0.86,1.36,7.09,1.61,-23.08,17.81,2.05,71.63,NA,NA,NA,NA,NA
"119",8,"mid",20140718,925,41,29.73,71,21.352,"wind: NA, air temp: NA, sea state: NA, miscellaneous: clear",2.3,"n",34.6,17,18.9,7.32,95.8,33.2,7.98,-65.2,0.75,0.3,1.48,3.74,3.08,1.08,-22.45,22.63,20.44,28.28,NA,NA,NA,NA,NA
"120",8,"bottom",20140718,925,41,29.73,71,21.352,"wind: NA, air temp: NA, sea state: NA, miscellaneous: clear",2.3,"n",34.6,18.5,18.8,7.32,95.6,33.2,7.98,-65.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sonde cable insufficient to reach bottom, niskin bottle cable insufficient to reach bottom",NA,NA,NA,NA
"121",1,"surface",20140820,805,41,45.606,71,22.694,"wind: light wind, air temp: NA, sea state: NA, miscellaneous: sunny",2.25,"n",6.1,1,22.3,11.52,155.8,26.9,8.02,-70.7,0.23,0.14,0.6,1.16,35.59,NA,-19.5,12.5,5.09,72.73,NA,NA,NA,"instrument malfunction, data not available",NA
"122",1,"mid",20140820,805,41,45.606,71,22.694,"wind: light wind, air temp: NA, sea state: NA, miscellaneous: sunny",2.25,"n",6.1,3.3,22.6,4.96,67,28.9,7.38,-34,0.4,0.37,1.98,2.05,26.24,NA,-19.6,12.73,4.72,71,NA,NA,NA,"instrument malfunction, data not available",NA
"123",1,"bottom",20140820,805,41,45.606,71,22.694,"wind: light wind, air temp: NA, sea state: NA, miscellaneous: sunny",2.25,"n",6.1,6.5,21.5,3.41,46.7,30.4,7.32,-30.8,1.01,0.25,1.41,4.58,10.97,NA,-21.26,10.69,4.4,59.28,NA,NA,NA,"instrument malfunction, data not available",NA
"124",2,"surface",20140820,846,41,41.939,71,19.562,"wind: light wind, air temp: NA, sea state: NA, miscellaneous: sunny",1.9,"n",8,1,22.2,8.89,123.6,28.9,7.87,-62.1,0.43,0.26,1.62,2.72,6.36,NA,-20.71,11.18,2.02,100,NA,NA,NA,"instrument malfunction, data not available",NA
"125",2,"mid",20140820,846,41,41.939,71,19.562,"wind: light wind, air temp: NA, sea state: NA, miscellaneous: sunny",1.9,"n",8,4,21.7,6.05,82.5,29.9,7.58,-45.6,0.28,0.1,0.81,1.07,8.11,NA,-20.1,10.76,3.3,95.45,NA,NA,NA,"instrument malfunction, data not available",NA
"126",2,"bottom",20140820,846,41,41.939,71,19.562,"wind: light wind, air temp: NA, sea state: NA, miscellaneous: sunny",1.9,"n",8,7.5,20.7,4.12,54.6,31,7.39,-34.7,0.58,0,0.74,1.23,10.25,NA,-19.77,11.16,3.26,75.12,NA,NA,NA,"instrument malfunction, data not available",NA
"127",3,"surface",20140820,1012,41,39.501,71,23.199,"wind: light wind, air temp: NA, sea state: NA, miscellaneous: sunny",2.9,"n",4.8,1,22.6,7.71,106.5,29.8,7.66,-50.2,0.45,0.06,0.69,1.3,7.39,NA,-20.91,10.41,3.85,81,NA,NA,NA,"instrument malfunction, data not available",NA
"128",3,"mid",20140820,1012,41,39.501,71,23.199,"wind: light wind, air temp: NA, sea state: NA, miscellaneous: sunny",2.9,"n",4.8,2.4,22.3,7.27,100,30,7.6,-46.7,0.51,0.1,0.93,1.25,9.7,NA,-20.97,8.33,4.4,68.87,NA,NA,NA,"instrument malfunction, data not available",NA
"129",3,"bottom",20140820,1012,41,39.501,71,23.199,"wind: light wind, air temp: NA, sea state: NA, miscellaneous: sunny",2.9,"n",4.8,4.2,21.7,5.71,78.1,30.4,7.46,-38.8,0.5,0.01,0.74,1.43,7.85,NA,-20.7,10.47,4.86,71.72,NA,NA,NA,"instrument malfunction, data not available",NA
"130",4,"surface",20140819,1048,41,35.881,71,22.935,"wind: NE light wind, air temp: NA, sea state: NA, miscellaneous: sunny",3.1,"n",9.7,1,22.2,8.86,122.8,30.1,7.77,-56.5,0.6,0.02,0.52,1.16,8.26,NA,-20.65,10.44,3.2,59.39,NA,NA,NA,"instrument malfunction, data not available",NA
"131",4,"mid",20140819,1048,41,35.881,71,22.935,"wind: NE light wind, air temp: NA, sea state: NA, miscellaneous: sunny",3.1,"n",9.7,4.9,21.6,7.48,101.6,30.8,7.65,-49.9,0.53,0,0.72,1.28,9.24,NA,-20.62,10.56,3.75,44.13,NA,NA,NA,"instrument malfunction, data not available",NA
"132",4,"bottom",20140819,1048,41,35.881,71,22.935,"wind: NE light wind, air temp: NA, sea state: NA, miscellaneous: sunny",3.1,"n",9.7,9,21.14,5.71,77,31.1,7.53,-42.6,0.66,0.08,0.84,2.14,4.81,NA,-21.43,9.75,8.07,21.89,NA,NA,NA,"instrument malfunction, data not available",NA
"133",5,"surface",20140819,812,41,29.551,71,24.695,"wind: NE light wind, air temp: NA, sea state: NA, miscellaneous: sunny",3.7,"n",14.2,1,21.33,7.1,97.2,31.2,7.64,-48.8,0.67,0.13,1.79,3.8,4.82,NA,-21.85,9.44,3.39,47.55,NA,NA,NA,"instrument malfunction, data not available",NA
"134",5,"mid",20140819,812,41,29.551,71,24.695,"wind: NE light wind, air temp: NA, sea state: NA, miscellaneous: sunny",3.7,"n",14.2,7,20.7,6.54,88.3,31.5,7.61,-46.9,0.94,0.21,0.89,2.77,4.39,NA,-21.8,9.29,4.5,30.28,NA,NA,NA,"instrument malfunction, data not available",NA
"135",5,"bottom",20140819,812,41,29.551,71,24.695,"wind: NE light wind, air temp: NA, sea state: NA, miscellaneous: sunny",3.7,"n",14.2,13,20.6,6.42,87,31.5,7.6,-46.8,0.57,0.2,0.8,5,3.14,NA,-20.92,8.87,5.84,30.15,NA,NA,NA,"instrument malfunction, data not available",NA
"136",6,"surface",20140820,925,41,38.496,71,18.615,"wind: light wind, air temp: NA, sea state: NA, miscellaneous: sunny",2,"n",9.8,1,22,8.88,121.4,29.5,7.83,-59.9,0.39,0.14,1.78,4.61,7.39,NA,-20.46,9.84,2.84,73.96,NA,NA,NA,"instrument malfunction, data not available",NA
"137",6,"mid",20140820,925,41,38.496,71,18.615,"wind: light wind, air temp: NA, sea state: NA, miscellaneous: sunny",2,"n",9.8,5,22,8.08,110.1,30.1,7.74,-54.7,0.4,0.17,1.72,2.15,6.77,NA,-20.49,9.07,4,63.15,NA,NA,NA,"instrument malfunction, data not available",NA
"138",6,"bottom",20140820,925,41,38.496,71,18.615,"wind: light wind, air temp: NA, sea state: NA, miscellaneous: sunny",2,"n",9.8,9.5,19.7,5.03,65.7,31.5,7.48,-39.8,0.53,0.27,1.48,1.91,5.45,NA,-20.94,10,4.65,40.59,NA,NA,NA,"instrument malfunction, data not available",NA
"139",7,"surface",20140819,1008,41,33.997,71,18.667,"wind: NE light wind, air temp: NA, sea state: NA, miscellaneous: sunny",3.3,"n",17.6,1,21.4,8.15,110.4,30.2,7.75,-55.4,0.26,0.12,1.68,1.73,7.68,NA,-20.63,9.46,2.73,67.53,NA,NA,NA,"instrument malfunction, data not available",NA
"140",7,"mid",20140819,1008,41,33.997,71,18.667,"wind: NE light wind, air temp: NA, sea state: NA, miscellaneous: sunny",3.3,"n",17.6,8.9,18.7,6,77.9,32,7.6,-46,0.83,0.31,1.8,5.2,3.63,NA,-20.62,10.02,3.79,42.2,NA,NA,NA,"instrument malfunction, data not available",NA
"141",7,"bottom",20140819,1008,41,33.997,71,18.667,"wind: NE light wind, air temp: NA, sea state: NA, miscellaneous: sunny",3.3,"n",17.6,16.8,17.7,5.82,74.7,32.3,7.59,-45.5,0.76,0.2,0.86,2.74,1.93,NA,-21.43,8.35,3.33,45.38,NA,NA,NA,"instrument malfunction, data not available",NA
"142",8,"surface",20140819,912,41,29.695,71,21.226,"wind: NE light wind, air temp: NA, sea state: NA, miscellaneous: sunny",3.75,"n",32.4,1,21.5,8.47,115.8,30.9,7.77,-56.5,0.46,0.14,0.83,1.09,5.96,NA,-20.83,9.7,3.05,61.09,NA,NA,NA,"instrument malfunction, data not available",NA
"143",8,"mid",20140819,912,41,29.695,71,21.226,"wind: NE light wind, air temp: NA, sea state: NA, miscellaneous: sunny",3.75,"n",32.4,16,19.7,7.2,95.7,31.7,7.68,-51.1,0.65,0.21,0.64,1.04,7.83,NA,-20.84,9.13,2.54,75.74,NA,NA,NA,"instrument malfunction, data not available",NA
"144",8,"bottom",20140819,912,41,29.695,71,21.226,"wind: NE light wind, air temp: NA, sea state: NA, miscellaneous: sunny",3.75,"n",32.4,27.1,16.8,6.17,77.5,32.5,7.61,-46.5,1.21,0.28,0.78,2.67,1.63,NA,-21.5,7.21,3.44,52.27,"sonde cable insufficient to reach bottom",NA,NA,"instrument malfunction, data not available",NA
"145",1,"surface",20140924,815,41,45.608,71,22.695,"wind: NE light, air temp: NA, sea state: NA, miscellaneous: sunny",2.1,"n",6.5,NA,NA,NA,NA,NA,NA,NA,2.16,0.26,2.25,5.71,7.73,NA,-22.77,9.18,3.51,40.38,"sonde malfunction, data not available",NA,NA,"instrument malfunction, data not available",NA
"146",1,"mid",20140924,815,41,45.608,71,22.695,"wind: NE light, air temp: NA, sea state: NA, miscellaneous: sunny",2.1,"n",6.5,NA,NA,NA,NA,NA,NA,NA,2.28,0.2,1.85,4.77,6.51,NA,-22.89,9.19,3.71,46.15,"sonde malfunction, data not available",NA,NA,"instrument malfunction, data not available",NA
"147",1,"bottom",20140924,815,41,45.608,71,22.695,"wind: NE light, air temp: NA, sea state: NA, miscellaneous: sunny",2.1,"n",6.5,NA,NA,NA,NA,NA,NA,NA,2.17,0.42,1.42,4.14,6.05,NA,-22.62,9.18,3.77,41.43,"sonde malfunction, data not available",NA,NA,"instrument malfunction, data not available",NA
"148",2,"surface",20140924,915,41,41.934,71,19.561,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: sunny",2.8,"n",7.1,NA,NA,NA,NA,NA,NA,NA,2.26,0.68,1.16,2.73,6.32,NA,-22.81,9.28,3.14,50.91,"sonde malfunction, data not available",NA,NA,"instrument malfunction, data not available",NA
"149",2,"mid",20140924,915,41,41.934,71,19.561,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: sunny",2.8,"n",7.1,NA,NA,NA,NA,NA,NA,NA,1,0.3,1.16,3.69,2.88,NA,-22.67,9.08,5.7,26.52,"sonde malfunction, data not available",NA,NA,"instrument malfunction, data not available",NA
"150",2,"bottom",20140924,915,41,41.934,71,19.561,"wind: NE 5 knots, air temp: NA, sea state: NA, miscellaneous: sunny",2.8,"n",7.1,NA,NA,NA,NA,NA,NA,NA,0.92,0.32,1.21,3.71,2.8,NA,-22.4,8.34,7.19,20.91,"sonde malfunction, data not available",NA,NA,"instrument malfunction, data not available",NA
"151",3,"surface",20140924,1035,41,39.498,71,23.202,"wind: NE 10 knots, air temp: NA, sea state: NA, miscellaneous: overcast ",3,"n",5.4,NA,NA,NA,NA,NA,NA,NA,0.66,0.29,1.16,2.1,5.69,NA,-22.21,9.53,15.51,19.42,"sonde malfunction, data not available",NA,NA,"instrument malfunction, data not available",NA
"152",3,"mid",20140924,1035,41,39.498,71,23.202,"wind: NE 10 knots, air temp: NA, sea state: NA, miscellaneous: overcast ",3,"n",5.4,NA,NA,NA,NA,NA,NA,NA,0.61,0.21,1.19,2.39,5.62,NA,-22.27,9.45,3.29,46.37,"sonde malfunction, data not available",NA,NA,"instrument malfunction, data not available",NA
"153",3,"bottom",20140924,1035,41,39.498,71,23.202,"wind: NE 10 knots, air temp: NA, sea state: NA, miscellaneous: overcast ",3,"n",5.4,NA,NA,NA,NA,NA,NA,NA,0.64,0.21,1.08,1.87,5.67,NA,-22.04,9.55,2.88,44.42,"sonde malfunction, data not available",NA,NA,"instrument malfunction, data not available",NA
"154",4,"surface",20140923,1104,41,35.898,71,22.905,"wind: NA, air temp: NA, sea state: calm, miscellaneous: sunny",4.4,"n",10.4,1,19.6,7.22,96.1,32.1,7.86,-50.1,0.54,0.21,1.03,1.51,2.95,NA,-22.14,NA,2.45,47,NA,NA,NA,"instrument malfunction, data not available",NA
"155",4,"mid",20140923,1104,41,35.898,71,22.905,"wind: NA, air temp: NA, sea state: calm, miscellaneous: sunny",4.4,"n",10.4,5.2,19.4,7.12,94.4,32.1,7.86,-49.8,0.62,0.28,1.02,1.31,4.4,NA,-21.93,9.55,12.1,38.92,NA,NA,NA,"instrument malfunction, data not available",NA
"156",4,"bottom",20140923,1104,41,35.898,71,22.905,"wind: NA, air temp: NA, sea state: calm, miscellaneous: sunny",4.4,"n",10.4,10.4,19.3,7.03,93,32.1,7.86,-49.6,0.47,0.44,1.03,1.52,4.62,NA,-20.98,10.37,22.41,21.6,NA,NA,NA,"instrument malfunction, data not available",NA
"157",5,"surface",20140923,820,41,29.546,71,24.678,"wind: 5 knots, air temp: NA, sea state: NA, miscellaneous: sunny",1,"y",14,1,19,6.69,88.5,32.7,7.83,-47.2,0.94,0.31,0.95,1.76,6.6,NA,-20.72,8.81,8.34,20.06,NA,NA,NA,"instrument malfunction, data not available",NA
"158",5,"mid",20140923,820,41,29.54,71,24.678,"wind: 5 knots, air temp: NA, sea state: NA, miscellaneous: sunny",1,"y",14,8,19,6.71,88.7,32.8,7.83,-48.2,0.74,0.24,0.89,1.72,5.79,NA,-20.1,9.06,7.67,22.06,NA,NA,NA,"instrument malfunction, data not available",NA
"159",5,"bottom",20140923,820,41,29.54,71,24.678,"wind: 5 knots, air temp: NA, sea state: NA, miscellaneous: sunny",1,"y",14,16,19,6.58,87.1,32.8,7.83,-48.1,0.72,0.26,1.04,2.09,4.01,NA,-20.53,8.86,7.56,19.13,NA,NA,NA,"instrument malfunction, data not available",NA
"160",6,"surface",20140924,950,41,38.503,71,18.604,"wind: E 10 knots, air temp: NA, sea state: NA, miscellaneous: overcast",3,"n",10.4,NA,NA,NA,NA,NA,NA,NA,0.96,0.26,1.04,2.58,4.67,NA,-22.15,8.47,3.51,42.15,"sonde malfunction, data not available",NA,NA,"instrument malfunction, data not available",NA
"161",6,"mid",20140924,950,41,38.503,71,18.604,"wind: E 10 knots, air temp: NA, sea state: NA, miscellaneous: overcast",3,"n",10.4,NA,NA,NA,NA,NA,NA,NA,1.04,0.3,0.95,2.41,4.29,NA,-21.93,8.45,4.2,33.72,"sonde malfunction, data not available",NA,NA,"instrument malfunction, data not available",NA
"162",6,"bottom",20140924,950,41,38.503,71,18.604,"wind: E 10 knots, air temp: NA, sea state: NA, miscellaneous: overcast",3,"n",10.4,NA,NA,NA,NA,NA,NA,NA,0.79,0.25,1.03,3.02,3.27,NA,-21.89,9.4,4.46,31.92,"sonde malfunction, data not available",NA,NA,"instrument malfunction, data not available",NA
